date,funder,person,spend,impact,url
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=367936941434112&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '1000', 'upper_bound': '1999'}",https://www.facebook.com/ads/archive/render_ad/?id=383035479516818&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=432025714530916&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '6000', 'upper_bound': '6999'}",https://www.facebook.com/ads/archive/render_ad/?id=458716118525138&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=466094161169146&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '3000', 'upper_bound': '3999'}",https://www.facebook.com/ads/archive/render_ad/?id=467815441146736&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '1000', 'upper_bound': '1999'}",https://www.facebook.com/ads/archive/render_ad/?id=470394800840115&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '1000', 'upper_bound': '1999'}",https://www.facebook.com/ads/archive/render_ad/?id=475873706995945&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=481733899742711&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=482830223060896&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=492188308687987&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=497690791358323&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=500947881342563&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=503485730998638&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=510010666671479&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=514199072938028&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=519527002787815&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=520277105643856&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '2000', 'upper_bound': '2999'}",https://www.facebook.com/ads/archive/render_ad/?id=569125187396808&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=572668260376231&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '1000', 'upper_bound': '1999'}",https://www.facebook.com/ads/archive/render_ad/?id=576533106656554&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=740700526599207&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '1000', 'upper_bound': '1999'}",https://www.facebook.com/ads/archive/render_ad/?id=753795255295281&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '1000', 'upper_bound': '1999'}",https://www.facebook.com/ads/archive/render_ad/?id=759310244729085&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=769483187037599&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '1000', 'upper_bound': '1999'}",https://www.facebook.com/ads/archive/render_ad/?id=771055360159730&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=788207005160503&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=794050777893117&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=812004559697034&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '1000', 'upper_bound': '1999'}",https://www.facebook.com/ads/archive/render_ad/?id=820699362207091&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '5000', 'upper_bound': '5999'}",https://www.facebook.com/ads/archive/render_ad/?id=824011918213000&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '8000', 'upper_bound': '8999'}",https://www.facebook.com/ads/archive/render_ad/?id=842897769913163&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=861863034400791&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=875495499673482&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '5000', 'upper_bound': '5999'}",https://www.facebook.com/ads/archive/render_ad/?id=903730320186090&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=910054993108476&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=911978699346354&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '0', 'upper_bound': '999'}",https://www.facebook.com/ads/archive/render_ad/?id=923351135120240&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '5000', 'upper_bound': '5999'}",https://www.facebook.com/ads/archive/render_ad/?id=931471244280733&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '4000', 'upper_bound': '4999'}",https://www.facebook.com/ads/archive/render_ad/?id=937919870309439&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '10000', 'upper_bound': '14999'}",https://www.facebook.com/ads/archive/render_ad/?id=965026354239594&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-05-06,The Labour Party,The Labour Party,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '3000', 'upper_bound': '3999'}",https://www.facebook.com/ads/archive/render_ad/?id=1002520507218191&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
