Date,Country,Sex,SexQF,AgeGroup,AgeGroupQF,Population,PopulationQF,Dose,DoseQF,NumberVaccinated,NumberVaccinatedQF,PercentCoverage,PercentCoverageQF,CumulativeNumberVaccinated,CumulativeNumberVaccinatedQF,CumulativePercentCoverage,CumulativePercentCoverageQF
20210213,S92000003,Female,,80 years and over,d,165451,,Dose 1,,316,,0.190993104,,164943,,99.69296045,
20210213,S92000003,Female,,80 years and over,d,165451,,Dose 2,,45,,0.027198385,,740,,0.447262331,
20210213,S92000003,Male,,16 - 17,,56560,,Dose 1,,20,,0.035360679,,169,,0.298797737,
20210213,S92000003,Male,,16 - 17,,56560,,Dose 2,,0,,0,,0,,0,
20210213,S92000003,Male,,18 - 29,,420762,,Dose 1,,348,,0.082707089,,14014,,3.330623963,
20210213,S92000003,Male,,18 - 29,,420762,,Dose 2,,5,,0.00118832,,372,,0.088411026,
20210213,S92000003,Male,,30 - 39,,359716,,Dose 1,,472,,0.131214625,,17554,,4.879960858,
20210213,S92000003,Male,,30 - 39,,359716,,Dose 2,,10,,0.002779971,,659,,0.18320008,
20210213,S92000003,Male,,40 - 49,,328962,,Dose 1,,668,,0.203062968,,20244,,6.153902274,
20210213,S92000003,Male,,40 - 49,,328962,,Dose 2,,10,,0.003039865,,826,,0.251092831,
20210213,S92000003,Male,,50 - 54,,189355,,Dose 1,,605,,0.31950569,,14798,,7.814950754,
20210213,S92000003,Male,,50 - 54,,189355,,Dose 2,,5,,0.002640543,,510,,0.269335375,
20210213,S92000003,Male,,55 - 59,,193348,,Dose 1,,874,,0.452034673,,17593,,9.099137307,
20210213,S92000003,Male,,55 - 59,,193348,,Dose 2,,5,,0.002586011,,508,,0.262738689,
20210213,S92000003,Male,,60 - 64,,170701,,Dose 1,,1700,,0.995893404,,18222,,10.67480565,
20210213,S92000003,Male,,60 - 64,,170701,,Dose 2,,9,,0.005272377,,390,,0.228469663,
20210213,S92000003,Male,,65 - 69,,144529,,Dose 1,,10499,,7.26428606,,73678,,50.97800441,
20210213,S92000003,Male,,65 - 69,,144529,,Dose 2,,7,,0.004843319,,170,,0.117623453,
20210213,S92000003,Male,,70 - 74,,135910,,Dose 1,,8692,,6.395408726,,114794,,84.46324774,
20210213,S92000003,Male,,70 - 74,,135910,,Dose 2,,4,,0.002943124,,102,,0.075049665,
20210213,S92000003,Male,,75 - 79,,89206,,Dose 1,,2062,,2.311503711,,86308,,96.7513396,
20210213,S92000003,Male,,75 - 79,,89206,,Dose 2,,9,,0.010089007,,84,,0.09416407,
20210213,S92000003,Male,,80 years and over,d,106156,,Dose 1,,191,,0.179923886,,107169,,100.954256,
20210213,S92000003,Male,,80 years and over,d,106156,,Dose 2,,18,,0.016956178,,327,,0.308037228,
20210213,S92000003,Total,d,16 - 17,,110139,,Dose 1,,30,,0.027238308,,504,,0.457603574,
20210213,S92000003,Total,d,16 - 17,,110139,,Dose 2,,1,,0.000907944,,10,,0.009079436,
20210213,S92000003,Total,d,18 - 29,,833947,,Dose 1,,722,,0.086576245,,58861,,7.058122399,
20210213,S92000003,Total,d,18 - 29,,833947,,Dose 2,,38,,0.004556644,,1702,,0.204089708,
20210213,S92000003,Total,d,18 years and over,d,4439078,,Dose 1,,54624,,1.230525798,,1248230,,28.11912744,
20210213,S92000003,Total,d,18 years and over,d,4439078,,Dose 2,,423,,0.009529006,,17154,,0.386431597,
20210213,S92000003,Total,d,30 - 39,,729735,,Dose 1,,999,,0.136899011,,70455,,9.654874715,
20210213,S92000003,Total,d,30 - 39,,729735,,Dose 2,,63,,0.008633271,,2748,,0.376575058,
20210213,S92000003,Total,d,40 - 49,,674290,,Dose 1,,1475,,0.21874861,,83283,,12.35121387,
20210213,S92000003,Total,d,40 - 49,,674290,,Dose 2,,74,,0.010974507,,3682,,0.546055851,
20210213,S92000003,Total,d,40 years and over,d,2875396,,Dose 1,,52903,,1.839850928,,1118914,,38.91338793,
20210213,S92000003,Total,d,40 years and over,d,2875396,,Dose 2,,322,,0.011198458,,12704,,0.441817405,
20210213,S92000003,Total,d,50 - 54,,393113,,Dose 1,,1384,,0.352061621,,59554,,15.14933365,
20210213,S92000003,Total,d,50 - 54,,393113,,Dose 2,,46,,0.01170147,,2537,,0.645361512,
20210213,S92000003,Total,d,55 - 59,,399344,,Dose 1,,1943,,0.486547939,,66041,,16.53737129,
20210213,S92000003,Total,d,55 - 59,,399344,,Dose 2,,43,,0.010767659,,2667,,0.667845266,
20210213,S92000003,Total,d,60 - 64,,352569,,Dose 1,,3468,,0.983637245,,56811,,16.11344162,
20210213,S92000003,Total,d,60 - 64,,352569,,Dose 2,,38,,0.010778032,,1723,,0.488698666,
20210213,S92000003,Total,d,65 - 69,,300433,,Dose 1,,21517,,7.161996186,,155028,,51.6015218,
20210213,S92000003,Total,d,65 - 69,,300433,,Dose 2,,24,,0.00798847,,575,,0.191390426,
20210213,S92000003,Total,d,70 - 74,,285830,,Dose 1,,18193,,6.364972186,,238733,,83.5227233,
20210213,S92000003,Total,d,70 - 74,,285830,,Dose 2,,10,,0.003498583,,234,,0.081866844,
20210213,S92000003,Total,d,75 - 79,,198210,,Dose 1,,4416,,2.227940064,,187352,,94.52197165,
20210213,S92000003,Total,d,75 - 79,,198210,,Dose 2,,24,,0.01210837,,219,,0.110488875,
20210213,S92000003,Total,d,80 years and over,d,271607,,Dose 1,,507,,0.186666765,,272112,,100.1859304,
20210213,S92000003,Total,d,80 years and over,d,271607,,Dose 2,,63,,0.023195278,,1067,,0.392847018,
20210213,S92000003,Total,d,All vaccinations,d,,,Dose 1,,54654,,,z,1248817,,,z
20210213,S92000003,Total,d,All vaccinations,d,,,Dose 2,,424,,,z,17166,,,z
20210214,S92000003,Female,,16 - 17,,53579,,Dose 1,,4,,0.007465612,,339,,0.632710577,
20210214,S92000003,Female,,16 - 17,,53579,,Dose 2,,1,,0.001866403,,11,,0.020530432,
20210214,S92000003,Female,,18 - 29,,413185,,Dose 1,,426,,0.103101516,,45273,,10.95707734,
20210214,S92000003,Female,,18 - 29,,413185,,Dose 2,,14,,0.003388313,,1344,,0.325278023,
20210214,S92000003,Female,,30 - 39,,370019,,Dose 1,,533,,0.144046657,,53434,,14.44088006,
20210214,S92000003,Female,,30 - 39,,370019,,Dose 2,,24,,0.006486153,,2113,,0.571051757,
20210214,S92000003,Female,,40 - 49,,345328,,Dose 1,,742,,0.214868183,,63781,,18.46968679,
20210214,S92000003,Female,,40 - 49,,345328,,Dose 2,,29,,0.008397813,,2885,,0.835437613,
20210214,S92000003,Female,,50 - 54,,203758,,Dose 1,,497,,0.243916803,,45253,,22.20918933,
20210214,S92000003,Female,,50 - 54,,203758,,Dose 2,,29,,0.01423257,,2056,,1.009040136,
20210214,S92000003,Female,,55 - 59,,205996,,Dose 1,,630,,0.305831181,,49078,,23.82473446,
20210214,S92000003,Female,,55 - 59,,205996,,Dose 2,,23,,0.011165265,,2182,,1.059243869,
20210214,S92000003,Female,,60 - 64,,181868,,Dose 1,,624,,0.343105989,,39213,,21.56124222,
20210214,S92000003,Female,,60 - 64,,181868,,Dose 2,,23,,0.012646535,,1356,,0.745595707,
20210214,S92000003,Female,,65 - 69,,155904,,Dose 1,,7485,,4.801031404,,88835,,56.98057779,
20210214,S92000003,Female,,65 - 69,,155904,,Dose 2,,5,,0.003207102,,410,,0.262982348,
20210214,S92000003,Female,,70 - 74,,149920,,Dose 1,,3910,,2.608057631,,127849,,85.27814835,
20210214,S92000003,Female,,70 - 74,,149920,,Dose 2,,6,,0.004002134,,138,,0.092049093,
20210214,S92000003,Female,,75 - 79,,109004,,Dose 1,,844,,0.774283513,,101888,,93.4717992,
20210214,S92000003,Female,,75 - 79,,109004,,Dose 2,,3,,0.002752193,,138,,0.126600859,
20210214,S92000003,Female,,80 years and over,d,165451,,Dose 1,,128,,0.077364295,,165071,,99.77032475,
20210214,S92000003,Female,,80 years and over,d,165451,,Dose 2,,35,,0.021154299,,775,,0.468416631,
20210214,S92000003,Male,,16 - 17,,56560,,Dose 1,,3,,0.005304102,,172,,0.304101839,
20210214,S92000003,Male,,16 - 17,,56560,,Dose 2,,0,,0,,0,,0,
20210214,S92000003,Male,,18 - 29,,420762,,Dose 1,,182,,0.043254857,,14196,,3.37387882,
20210214,S92000003,Male,,18 - 29,,420762,,Dose 2,,2,,0.000475328,,374,,0.088886354,
20210214,S92000003,Male,,30 - 39,,359716,,Dose 1,,249,,0.069221275,,17803,,4.949182133,
20210214,S92000003,Male,,30 - 39,,359716,,Dose 2,,9,,0.002501974,,668,,0.185702054,
20210214,S92000003,Male,,40 - 49,,328962,,Dose 1,,332,,0.100923511,,20576,,6.254825785,
20210214,S92000003,Male,,40 - 49,,328962,,Dose 2,,7,,0.002127905,,833,,0.253220737,
20210214,S92000003,Male,,50 - 54,,189355,,Dose 1,,260,,0.137308231,,15058,,7.952258984,
20210214,S92000003,Male,,50 - 54,,189355,,Dose 2,,8,,0.004224869,,518,,0.273560244,
20210214,S92000003,Male,,55 - 59,,193348,,Dose 1,,309,,0.159815462,,17902,,9.258952769,
20210214,S92000003,Male,,55 - 59,,193348,,Dose 2,,9,,0.004654819,,517,,0.267393508,
20210214,S92000003,Male,,60 - 64,,170701,,Dose 1,,446,,0.261275564,,18668,,10.93608122,
20210214,S92000003,Male,,60 - 64,,170701,,Dose 2,,5,,0.002929098,,395,,0.231398762,
20210214,S92000003,Male,,65 - 69,,144529,,Dose 1,,7593,,5.253616921,,81271,,56.23162134,
20210214,S92000003,Male,,65 - 69,,144529,,Dose 2,,3,,0.002075708,,173,,0.119699161,
20210214,S92000003,Male,,70 - 74,,135910,,Dose 1,,3600,,2.648811714,,118394,,87.11205945,
20210214,S92000003,Male,,70 - 74,,135910,,Dose 2,,4,,0.002943124,,106,,0.077992789,
20210214,S92000003,Male,,75 - 79,,89206,,Dose 1,,719,,0.805999596,,87027,,97.55733919,
20210214,S92000003,Male,,75 - 79,,89206,,Dose 2,,4,,0.004484003,,88,,0.098648073,
20210214,S92000003,Male,,80 years and over,d,106156,,Dose 1,,72,,0.067824711,,107241,,101.0220807,
20210214,S92000003,Male,,80 years and over,d,106156,,Dose 2,,18,,0.016956178,,345,,0.324993406,
20210214,S92000003,Total,d,16 - 17,,110139,,Dose 1,,7,,0.006355605,,511,,0.463959179,
20210214,S92000003,Total,d,16 - 17,,110139,,Dose 2,,1,,0.000907944,,11,,0.00998738,
20210214,S92000003,Total,d,18 - 29,,833947,,Dose 1,,608,,0.072906312,,59469,,7.13102871,
20210214,S92000003,Total,d,18 - 29,,833947,,Dose 2,,16,,0.001918587,,1718,,0.206008295,
20210214,S92000003,Total,d,18 years and over,d,4439078,,Dose 1,,29581,,0.666377117,,1277811,,28.78550456,
20210214,S92000003,Total,d,18 years and over,d,4439078,,Dose 2,,260,,0.005857072,,17414,,0.392288669,
20210214,S92000003,Total,d,30 - 39,,729735,,Dose 1,,782,,0.107162189,,71237,,9.762036904,
20210214,S92000003,Total,d,30 - 39,,729735,,Dose 2,,33,,0.00452219,,2781,,0.381097248,
20210214,S92000003,Total,d,40 - 49,,674290,,Dose 1,,1074,,0.159278649,,84357,,12.51049252,
20210214,S92000003,Total,d,40 - 49,,674290,,Dose 2,,36,,0.005338949,,3718,,0.5513948,
20210214,S92000003,Total,d,40 years and over,d,2875396,,Dose 1,,28191,,0.980421479,,1147105,,39.89380941,
20210214,S92000003,Total,d,40 years and over,d,2875396,,Dose 2,,211,,0.00733812,,12915,,0.449155525,
20210214,S92000003,Total,d,50 - 54,,393113,,Dose 1,,757,,0.192565496,,60311,,15.34189915,
20210214,S92000003,Total,d,50 - 54,,393113,,Dose 2,,37,,0.009412052,,2574,,0.654773564,
20210214,S92000003,Total,d,55 - 59,,399344,,Dose 1,,939,,0.235135622,,66980,,16.77250691,
20210214,S92000003,Total,d,55 - 59,,399344,,Dose 2,,32,,0.008013142,,2699,,0.675858408,
20210214,S92000003,Total,d,60 - 64,,352569,,Dose 1,,1070,,0.303486693,,57881,,16.41692832,
20210214,S92000003,Total,d,60 - 64,,352569,,Dose 2,,28,,0.007941708,,1751,,0.496640374,
20210214,S92000003,Total,d,65 - 69,,300433,,Dose 1,,15078,,5.018756262,,170106,,56.62027807,
20210214,S92000003,Total,d,65 - 69,,300433,,Dose 2,,8,,0.002662823,,583,,0.19405325,
20210214,S92000003,Total,d,70 - 74,,285830,,Dose 1,,7510,,2.627435888,,246243,,86.15015919,
20210214,S92000003,Total,d,70 - 74,,285830,,Dose 2,,10,,0.003498583,,244,,0.085365427,
20210214,S92000003,Total,d,75 - 79,,198210,,Dose 1,,1563,,0.78855759,,188915,,95.31052924,
20210214,S92000003,Total,d,75 - 79,,198210,,Dose 2,,7,,0.003531608,,226,,0.114020483,
20210214,S92000003,Total,d,80 years and over,d,271607,,Dose 1,,200,,0.073635805,,272312,,100.2595662,
20210214,S92000003,Total,d,80 years and over,d,271607,,Dose 2,,53,,0.019513488,,1120,,0.412360506,
20210214,S92000003,Total,d,All vaccinations,d,,,Dose 1,,29588,,,z,1278405,,,z
20210214,S92000003,Total,d,All vaccinations,d,,,Dose 2,,261,,,z,17427,,,z
20210215,S92000003,Female,,16 - 17,,53579,,Dose 1,,2,,0.003732806,,341,,0.636443383,
20210215,S92000003,Female,,16 - 17,,53579,,Dose 2,,2,,0.003732806,,13,,0.024263237,
20210215,S92000003,Female,,18 - 29,,413185,,Dose 1,,327,,0.079141305,,45600,,11.03621864,
20210215,S92000003,Female,,18 - 29,,413185,,Dose 2,,228,,0.055181093,,1572,,0.380459116,
20210215,S92000003,Female,,30 - 39,,370019,,Dose 1,,365,,0.098643583,,53799,,14.53952365,
20210215,S92000003,Female,,30 - 39,,370019,,Dose 2,,273,,0.073779995,,2386,,0.644831752,
20210215,S92000003,Female,,40 - 49,,345328,,Dose 1,,525,,0.152029375,,64306,,18.62171617,
20210215,S92000003,Female,,40 - 49,,345328,,Dose 2,,371,,0.107434092,,3256,,0.942871705,
20210215,S92000003,Female,,50 - 54,,203758,,Dose 1,,419,,0.205636098,,45672,,22.41482543,
20210215,S92000003,Female,,50 - 54,,203758,,Dose 2,,219,,0.107480442,,2275,,1.116520578,
20210215,S92000003,Female,,55 - 59,,205996,,Dose 1,,590,,0.286413328,,49668,,24.11114779,
20210215,S92000003,Female,,55 - 59,,205996,,Dose 2,,225,,0.109225422,,2407,,1.168469291,
20210215,S92000003,Female,,60 - 64,,181868,,Dose 1,,1044,,0.574042712,,40257,,22.13528493,
20210215,S92000003,Female,,60 - 64,,181868,,Dose 2,,164,,0.090175292,,1520,,0.835770999,
20210215,S92000003,Female,,65 - 69,,155904,,Dose 1,,6845,,4.390522373,,95680,,61.37110016,
20210215,S92000003,Female,,65 - 69,,155904,,Dose 2,,61,,0.039126642,,471,,0.30210899,
20210215,S92000003,Female,,70 - 74,,149920,,Dose 1,,3764,,2.510672359,,131613,,87.7888207,
20210215,S92000003,Female,,70 - 74,,149920,,Dose 2,,39,,0.026013874,,177,,0.118062967,
20210215,S92000003,Female,,75 - 79,,109004,,Dose 1,,1410,,1.293530513,,103298,,94.76532971,
20210215,S92000003,Female,,75 - 79,,109004,,Dose 2,,84,,0.077061392,,222,,0.203662251,
20210215,S92000003,Female,,80 years and over,d,165451,,Dose 1,,380,,0.229675251,,165451,,100,
20210215,S92000003,Female,,80 years and over,d,165451,,Dose 2,,532,,0.321545352,,1307,,0.789961983,
20210215,S92000003,Male,,16 - 17,,56560,,Dose 1,,4,,0.007072136,,176,,0.311173975,
20210215,S92000003,Male,,16 - 17,,56560,,Dose 2,,0,,0,,0,,0,
20210215,S92000003,Male,,18 - 29,,420762,,Dose 1,,211,,0.050147114,,14407,,3.424025934,
20210215,S92000003,Male,,18 - 29,,420762,,Dose 2,,64,,0.015210499,,438,,0.104096853,
20210215,S92000003,Male,,30 - 39,,359716,,Dose 1,,271,,0.07533721,,18074,,5.024519343,
20210215,S92000003,Male,,30 - 39,,359716,,Dose 2,,88,,0.024463744,,756,,0.210165797,
20210215,S92000003,Male,,40 - 49,,328962,,Dose 1,,374,,0.113690943,,20950,,6.368516728,
20210215,S92000003,Male,,40 - 49,,328962,,Dose 2,,94,,0.028574729,,927,,0.281795466,
20210215,S92000003,Male,,50 - 54,,189355,,Dose 1,,298,,0.157376357,,15356,,8.109635341,
20210215,S92000003,Male,,50 - 54,,189355,,Dose 2,,53,,0.027989755,,571,,0.301549999,
20210215,S92000003,Male,,55 - 59,,193348,,Dose 1,,448,,0.23170656,,18350,,9.490659329,
20210215,S92000003,Male,,55 - 59,,193348,,Dose 2,,68,,0.035169746,,585,,0.302563254,
20210215,S92000003,Male,,60 - 64,,170701,,Dose 1,,979,,0.573517437,,19647,,11.50959865,
20210215,S92000003,Male,,60 - 64,,170701,,Dose 2,,53,,0.031048441,,448,,0.262447203,
20210215,S92000003,Male,,65 - 69,,144529,,Dose 1,,6626,,4.584547046,,87897,,60.81616838,
20210215,S92000003,Male,,65 - 69,,144529,,Dose 2,,32,,0.022140885,,205,,0.141840046,
20210215,S92000003,Male,,70 - 74,,135910,,Dose 1,,3233,,2.378780075,,121627,,89.49083953,
20210215,S92000003,Male,,70 - 74,,135910,,Dose 2,,37,,0.027223898,,143,,0.105216688,
20210215,S92000003,Male,,75 - 79,,89206,,Dose 1,,1105,,1.238705917,,88132,,98.79604511,
20210215,S92000003,Male,,75 - 79,,89206,,Dose 2,,34,,0.038114028,,122,,0.136762101,
20210215,S92000003,Male,,80 years and over,d,106156,,Dose 1,,195,,0.183691925,,107436,,101.2057726,
20210215,S92000003,Male,,80 years and over,d,106156,,Dose 2,,155,,0.14601153,,500,,0.471004936,
20210215,S92000003,Total,d,16 - 17,,110139,,Dose 1,,6,,0.005447662,,517,,0.46940684,
20210215,S92000003,Total,d,16 - 17,,110139,,Dose 2,,2,,0.001815887,,13,,0.011803267,
20210215,S92000003,Total,d,18 - 29,,833947,,Dose 1,,538,,0.064512493,,60007,,7.195541203,
20210215,S92000003,Total,d,18 - 29,,833947,,Dose 2,,292,,0.035014216,,2010,,0.241022511,
20210215,S92000003,Total,d,18 years and over,d,4439078,,Dose 1,,29409,,0.662502439,,1307220,,29.448007,
20210215,S92000003,Total,d,18 years and over,d,4439078,,Dose 2,,2874,,0.064743174,,20288,,0.457031843,
20210215,S92000003,Total,d,30 - 39,,729735,,Dose 1,,636,,0.087154926,,71873,,9.84919183,
20210215,S92000003,Total,d,30 - 39,,729735,,Dose 2,,361,,0.049470013,,3142,,0.430567261,
20210215,S92000003,Total,d,40 - 49,,674290,,Dose 1,,899,,0.133325424,,85256,,12.64381794,
20210215,S92000003,Total,d,40 - 49,,674290,,Dose 2,,465,,0.068961426,,4183,,0.620356227,
20210215,S92000003,Total,d,40 years and over,d,2875396,,Dose 1,,28235,,0.981951703,,1175340,,40.87576111,
20210215,S92000003,Total,d,40 years and over,d,2875396,,Dose 2,,2221,,0.077241535,,15136,,0.52639706,
20210215,S92000003,Total,d,50 - 54,,393113,,Dose 1,,717,,0.182390305,,61028,,15.52428945,
20210215,S92000003,Total,d,50 - 54,,393113,,Dose 2,,272,,0.069191301,,2846,,0.723964865,
20210215,S92000003,Total,d,55 - 59,,399344,,Dose 1,,1038,,0.259926279,,68018,,17.03243319,
20210215,S92000003,Total,d,55 - 59,,399344,,Dose 2,,293,,0.073370327,,2992,,0.749228735,
20210215,S92000003,Total,d,60 - 64,,352569,,Dose 1,,2023,,0.573788393,,59904,,16.99071671,
20210215,S92000003,Total,d,60 - 64,,352569,,Dose 2,,217,,0.061548236,,1968,,0.55818861,
20210215,S92000003,Total,d,65 - 69,,300433,,Dose 1,,13471,,4.483861626,,183577,,61.10413969,
20210215,S92000003,Total,d,65 - 69,,300433,,Dose 2,,93,,0.030955321,,676,,0.225008571,
20210215,S92000003,Total,d,70 - 74,,285830,,Dose 1,,6997,,2.447958577,,253240,,88.59811776,
20210215,S92000003,Total,d,70 - 74,,285830,,Dose 2,,76,,0.026589231,,320,,0.111954658,
20210215,S92000003,Total,d,75 - 79,,198210,,Dose 1,,2515,,1.268856264,,191430,,96.5793855,
20210215,S92000003,Total,d,75 - 79,,198210,,Dose 2,,118,,0.059532819,,344,,0.173553302,
20210215,S92000003,Total,d,80 years and over,d,271607,,Dose 1,,575,,0.211702938,,272887,,100.4712691,
20210215,S92000003,Total,d,80 years and over,d,271607,,Dose 2,,687,,0.252938989,,1807,,0.665299495,
20210215,S92000003,Total,d,All vaccinations,d,,,Dose 1,,29418,,,z,1307823,,,z
20210215,S92000003,Total,d,All vaccinations,d,,,Dose 2,,2876,,,z,20303,,,z
20210216,S92000003,Female,,16 - 17,,53579,,Dose 1,,5,,0.009332014,,346,,0.645775397,
20210216,S92000003,Female,,16 - 17,,53579,,Dose 2,,0,,0,,13,,0.024263237,
20210216,S92000003,Female,,18 - 29,,413185,,Dose 1,,365,,0.088338154,,45965,,11.1245568,
20210216,S92000003,Female,,18 - 29,,413185,,Dose 2,,261,,0.06316783,,1833,,0.443626947,
20210216,S92000003,Female,,30 - 39,,370019,,Dose 1,,444,,0.119993838,,54243,,14.65951748,
20210216,S92000003,Female,,30 - 39,,370019,,Dose 2,,326,,0.088103584,,2712,,0.732935336,
20210216,S92000003,Female,,40 - 49,,345328,,Dose 1,,628,,0.18185609,,64934,,18.80357226,
20210216,S92000003,Female,,40 - 49,,345328,,Dose 2,,415,,0.120175601,,3671,,1.063047306,
20210216,S92000003,Female,,50 - 54,,203758,,Dose 1,,530,,0.260112486,,46202,,22.67493792,
20210216,S92000003,Female,,50 - 54,,203758,,Dose 2,,257,,0.126130017,,2532,,1.242650595,
20210216,S92000003,Female,,55 - 59,,205996,,Dose 1,,626,,0.303889396,,50294,,24.41503719,
20210216,S92000003,Female,,55 - 59,,205996,,Dose 2,,324,,0.157284607,,2731,,1.325753898,
20210216,S92000003,Female,,60 - 64,,181868,,Dose 1,,1368,,0.752193899,,41625,,22.88747883,
20210216,S92000003,Female,,60 - 64,,181868,,Dose 2,,212,,0.11656806,,1732,,0.952339059,
20210216,S92000003,Female,,65 - 69,,155904,,Dose 1,,8647,,5.546361864,,104327,,66.91746203,
20210216,S92000003,Female,,65 - 69,,155904,,Dose 2,,83,,0.05323789,,554,,0.35534688,
20210216,S92000003,Female,,70 - 74,,149920,,Dose 1,,2704,,1.803628602,,134317,,89.59244931,
20210216,S92000003,Female,,70 - 74,,149920,,Dose 2,,55,,0.036686233,,232,,0.1547492,
20210216,S92000003,Female,,75 - 79,,109004,,Dose 1,,1032,,0.946754248,,104330,,95.71208396,
20210216,S92000003,Female,,75 - 79,,109004,,Dose 2,,85,,0.07797879,,307,,0.281641041,
20210216,S92000003,Female,,80 years and over,d,165451,,Dose 1,,443,,0.26775299,,165894,,100.267753,
20210216,S92000003,Female,,80 years and over,d,165451,,Dose 2,,666,,0.402536098,,1973,,1.192498081,
20210216,S92000003,Male,,16 - 17,,56560,,Dose 1,,7,,0.012376238,,183,,0.323550212,
20210216,S92000003,Male,,16 - 17,,56560,,Dose 2,,1,,0.001768034,,1,,0.001768034,
20210216,S92000003,Male,,18 - 29,,420762,,Dose 1,,202,,0.048008138,,14609,,3.472034072,
20210216,S92000003,Male,,18 - 29,,420762,,Dose 2,,74,,0.01758714,,512,,0.121683992,
20210216,S92000003,Male,,30 - 39,,359716,,Dose 1,,262,,0.072835237,,18336,,5.09735458,
20210216,S92000003,Male,,30 - 39,,359716,,Dose 2,,114,,0.031691668,,870,,0.241857465,
20210216,S92000003,Male,,40 - 49,,328962,,Dose 1,,373,,0.113386957,,21323,,6.481903685,
20210216,S92000003,Male,,40 - 49,,328962,,Dose 2,,109,,0.033134526,,1036,,0.314929992,
20210216,S92000003,Male,,50 - 54,,189355,,Dose 1,,394,,0.20807478,,15750,,8.317710121,
20210216,S92000003,Male,,50 - 54,,189355,,Dose 2,,78,,0.041192469,,649,,0.342742468,
20210216,S92000003,Male,,55 - 59,,193348,,Dose 1,,509,,0.263255891,,18859,,9.75391522,
20210216,S92000003,Male,,55 - 59,,193348,,Dose 2,,87,,0.044996586,,672,,0.34755984,
20210216,S92000003,Male,,60 - 64,,170701,,Dose 1,,1285,,0.75277825,,20932,,12.2623769,
20210216,S92000003,Male,,60 - 64,,170701,,Dose 2,,78,,0.045693933,,526,,0.308141136,
20210216,S92000003,Male,,65 - 69,,144529,,Dose 1,,8457,,5.851420822,,96354,,66.6675892,
20210216,S92000003,Male,,65 - 69,,144529,,Dose 2,,43,,0.029751815,,248,,0.17159186,
20210216,S92000003,Male,,70 - 74,,135910,,Dose 1,,2333,,1.716577147,,123960,,91.20741667,
20210216,S92000003,Male,,70 - 74,,135910,,Dose 2,,63,,0.046354205,,206,,0.151570893,
20210216,S92000003,Male,,75 - 79,,89206,,Dose 1,,828,,0.928188687,,88960,,99.7242338,
20210216,S92000003,Male,,75 - 79,,89206,,Dose 2,,55,,0.061655046,,177,,0.198417147,
20210216,S92000003,Male,,80 years and over,d,106156,,Dose 1,,233,,0.2194883,,107669,,101.4252609,
20210216,S92000003,Male,,80 years and over,d,106156,,Dose 2,,201,,0.189343984,,701,,0.66034892,
20210216,S92000003,Total,d,16 - 17,,110139,,Dose 1,,12,,0.010895323,,529,,0.480302164,
20210216,S92000003,Total,d,16 - 17,,110139,,Dose 2,,1,,0.000907944,,14,,0.01271121,
20210216,S92000003,Total,d,18 - 29,,833947,,Dose 1,,567,,0.067989932,,60574,,7.263531136,
20210216,S92000003,Total,d,18 - 29,,833947,,Dose 2,,335,,0.040170419,,2345,,0.28119293,
20210216,S92000003,Total,d,18 years and over,d,4439078,,Dose 1,,31663,,0.713278748,,1338883,,30.16128574,
20210216,S92000003,Total,d,18 years and over,d,4439078,,Dose 2,,3586,,0.080782541,,23874,,0.537814384,
20210216,S92000003,Total,d,30 - 39,,729735,,Dose 1,,706,,0.096747449,,72579,,9.945939279,
20210216,S92000003,Total,d,30 - 39,,729735,,Dose 2,,440,,0.060295861,,3582,,0.490863122,
20210216,S92000003,Total,d,40 - 49,,674290,,Dose 1,,1001,,0.148452446,,86257,,12.79227039,
20210216,S92000003,Total,d,40 - 49,,674290,,Dose 2,,524,,0.07771137,,4707,,0.698067597,
20210216,S92000003,Total,d,40 years and over,d,2875396,,Dose 1,,30390,,1.056897902,,1205730,,41.93265901,
20210216,S92000003,Total,d,40 years and over,d,2875396,,Dose 2,,2811,,0.097760448,,17947,,0.624157507,
20210216,S92000003,Total,d,50 - 54,,393113,,Dose 1,,924,,0.23504692,,61952,,15.75933637,
20210216,S92000003,Total,d,50 - 54,,393113,,Dose 2,,335,,0.085217228,,3181,,0.809182093,
20210216,S92000003,Total,d,55 - 59,,399344,,Dose 1,,1135,,0.284216114,,69153,,17.3166493,
20210216,S92000003,Total,d,55 - 59,,399344,,Dose 2,,411,,0.102918787,,3403,,0.852147522,
20210216,S92000003,Total,d,60 - 64,,352569,,Dose 1,,2653,,0.75247682,,62557,,17.74319353,
20210216,S92000003,Total,d,60 - 64,,352569,,Dose 2,,290,,0.082253403,,2258,,0.640442013,
20210216,S92000003,Total,d,65 - 69,,300433,,Dose 1,,17104,,5.693116269,,200681,,66.79725596,
20210216,S92000003,Total,d,65 - 69,,300433,,Dose 2,,126,,0.041939467,,802,,0.266948038,
20210216,S92000003,Total,d,70 - 74,,285830,,Dose 1,,5037,,1.762236294,,258277,,90.36035406,
20210216,S92000003,Total,d,70 - 74,,285830,,Dose 2,,118,,0.04128328,,438,,0.153237939,
20210216,S92000003,Total,d,75 - 79,,198210,,Dose 1,,1860,,0.938398668,,193290,,97.51778417,
20210216,S92000003,Total,d,75 - 79,,198210,,Dose 2,,140,,0.070632158,,484,,0.24418546,
20210216,S92000003,Total,d,80 years and over,d,271607,,Dose 1,,676,,0.24888902,,273563,,100.7201582,
